"key","base","target","review_status","reviewer_notes"
"countryRemovalFailedLabel","Country Removal Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0b9f\u0bcd\u0b95\u0bb2\u0bcd \u0b95\u0bca\u0bb3\u0bbf \u0b89\u0bb0\u0bbf\u0bb5\u0bcd","",""
"countryShouldNotBeEmptyLabel","Country should not be empty","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bb3\u0bbf\u0bb5\u0bc1 \u0b87\u0bb2\u0bcd\u0bb2\u0bc7\u0bb1\u0bcd\u0b95\u0bbf \u0b8e\u0bb5\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb3\u0bbf\u0bb1\u0bcd","",""
"stateAddedSuccessfullyLabel","State Added Successfully","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","",""
"stateAlreadyExistsLabel","State already exists","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b87\u0bb0\u0bbf\u0b99\u0bcd\u0b95\u0bbf\u0bb1\u0bbf\u0bb1\u0bcd","",""
"stateAddFailedLabel","State Add Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bbf\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd","",""
"stateDoesNotExistsLabel","State does not exists","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b89\u0bb2\u0bb5\u0bb0\u0bb2\u0bc1 \u0b89\u0bb2\u0bcd\u0bb3\u0bbf\u0baf\u0bbe\u0b95\u0bbf\u0bb0\u0bcd\u0bb5\u0bcd","",""
"stateUpdateFailedLabel","State Update Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0bb5\u0bbf\u0bb4\u0bbf\u0bb5\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0bbf\u0bb1\u0bcd","",""
"stateRemovedSuccessfullyLabel","State Removed Successfully","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b8e\u0bb1\u0bbf\u0baf\u0bc1\u0bb2\u0bcd \u0bb5\u0bbf\u0b9f\u0bbf\u0b95\u0bc1\u0bb1\u0bcd","",""
"stateRemovalFailedLabel","State Removal Failed","\u0ba8\u0bbf\u0bb2\u0bc7\u0bb1\u0bc1 \u0b95\u0bcb\u0b9f\u0bbf\u0bb5\u0bcd\u0bb5\u0bbf\u0bb4\u0bbf","",""
"noStateFoundLabel","No State Found","\u0b87\u0bb1\u0bb5\u0bbf\u0bb2\u0bcd \u0b89\u0bb3\u0bbf\u0bb0\u0bbf \u0bb5\u0bb3\u0bbf","",""
"stateUpdatedSuccessfullyLabel","State Updated Successfully","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0bae\u0bcd \u0baa\u0bc1\u0ba4\u0bc1\u0baa\u0bcd\u0baa\u0bbf\u0b95\u0bcd\u0b95\u0bbf\u0ba4\u0bcd\u0ba4\u0ba4\u0bc1 \u0bb5\u0bc6\u0b9f\u0bcd\u0b9f\u0bbf\u0b95\u0bb0\u0bae\u0bbe\u0b95","",""
"searchStateLabel","Search State","\u0bae\u0bbe\u0ba8\u0bbf\u0bb2\u0bae\u0bcd \u0ba4\u0bc7\u0b9f\u0bc1\u0b95","",""
"searchRegionLabel","Search Region","\u0B8E\u0BA4\u0BBF\u0BB0\u0BC1\u0BAE\u0BCD \u0BAE\u0BBF\u0BA3\u0BCD\u0BA3\u0BA3\u0BCD\u0B95\u0BA3\u0BAE\u0BCD","",""
"searchNotificationSettingLabel","Search Notification Setting","\u0BAE\u0BC2\u0BA9\u0BCD \u0BA4\u0BC6\u0BB0\u0BBF\u0BB5\u0BBF\u0BA4\u0BC1\u0BA4\u0BBF\u0BA4\u0BCD\u0BA4\u0BC1 \u0BB8\u0BC6\u0B9F\u0BCD\u0B9F\u0BBF\u0BA9\u0BCD\u0B95\u0BCD","",""
"searchSubRegionLabel","Search Subregion","\u0B89\u0B9F\u0BCD\u0BAA\u0BAE\u0BCD \u0BAE\u0BBF\u0BA3\u0BCD\u0BA3\u0BBE\u0B95\u0BAE\u0BCD","",""
"searchCurrencyLabel","Search Currency","\u0BAE\u0BC2\u0B9F\u0BC8\u0BAA\u0BCD\u0BAA\u0BC2","",""
"searchCityLabel","Search City","\u0BA8\u0B95\u0BB0\u0BCD \u0BAA\u0BAF\u0BA3\u0BCD\u0BAE\u0BCD","",""
"cityNameLabel","City Name","\u0BA8\u0B95\u0BB0\u0BCD \u0BAA\u0BC6\u0BAF\u0BB0\u0BCD","",""
"cityDetailsLabel","City Details","\u0BA8\u0B95\u0BB0\u0BCD \u0BB5\u0BBF\u0BB5\u0BB0\u0BA3\u0BAE\u0BCD","",""
"deleteTheNotificationSettingLabel","Delete the NotificationSetting","\u0B85\u0BB1\u0BAE\u0BC1\u0B9F\u0BBF \u0BA8\u0BCB\u0B9F\u0BBF\u0BAF\u0BBE\u0B9A\u0BAE\u0BC1 \u0BB8\u0BC6\u0B9F\u0BCD\u0B9F\u0BBF\u0BA9\u0BCD\u0B95\u0BCD","",""
"deleteTheRegionLabel","Delete the Region","\u0BA8\u0BBF\u0BB2\u0BBE\u0BAE\u0BC8 \u0BA4\u0BA4\u0BCD\u0BA4\u0BBF\u0BAE\u0BCD","",""
"deleteTheSubRegionLabel","Delete the SubRegion","\u0B89\u0B9F\u0BCD\u0BAA\u0BAE\u0BCD \u0B95\u0BC7\u0B95\u0BBF\u0BAA\u0BCD\u0B9A\u0BCD\u0BA9\u0BCD","",""
"deleteTheCityLabel","Delete the City","\u0BA8\u0B95\u0BB0\u0BCD \u0B89\u0BB0\u0BCD\u0BB5\u0BAE\u0BC1","",""
"deleteTheCurrencyLabel","Delete the Currency","\u0BAE\u0BC0\u0BB1\u0BCD\u0BB1\u0BB2\u0BCD \u0B85\u0BB1\u0BBF\u0B95\u0BCD\u0B95\u0BC1","",""
"smtpPortLabel","smtpPort","\u0B8F\u0B95\u0BCD \u0BAA\u0BCA\u0BAF\u0BCD \u0BA4\u0BC7\u0BAF\u0BCD","",""
"regionIdLabel","Region Id","\u0BA4\u0BBE\u0BA4\u0BCD\u0BA4\u0BA3\u0BAE\u0BCD \u0B85\u0B95\u0BBF\u0B9F\u0BCD\u0B9F\u0BBF","",""
"regionNameLabel","Region Name","\u0B8E\u0BA3\u0BCD\u0BB1\u0BAE\u0BCD \u0BA4\u0BA4\u0BCD\u0BA4\u0BBF\u0BAE\u0BCD","",""
"regionDetailsLabel","Region Details","\u0BA4\u0BBE\u0BA4\u0BCD\u0BA4\u0BBF\u0BAE\u0BCD \u0BAA\u0BC6\u0BAF\u0BB0\u0BC1","",""
"subRegionNameLabel","Subregion Name","\u0BA4\u0BA3\u0BAE\u0BCD \u0BAE\u0BBF\u0BA3\u0BCD\u0BA3\u0BBE","",""
"subRegionDetailsLabel","SubRegion Details","\u0B89\u0B9F\u0BCD\u0BAA\u0BAE\u0BCD \u0BB5\u0BBF\u0BB5\u0BB0\u0BA3\u0BAE\u0BCD","",""
"subRegionIdLabel","Subregion Id","\u0B89\u0B9F\u0BCD\u0BAA\u0BAE\u0BCD \u0B85\u0BA3\u0BCD\u0BA3\u0BC1","",""
"currencySymbolLabel","Currency Symbol","\u0BA8\u0BBE\u0BA3\u0BAF\u0BAE\u0BCD\u0020\u0B9A\u0BBF\u0BA9\u0BCD\u0BA9\u0BAE\u0BCD","",""
"currencyCodeLabel","Currency Code","\u0B9A\u0BA4\u0BCD\u0BA4 \u0BB5\u0BBE\u0BA9\u0BC0","",""
"currencyDetailsLabel","Currency Details","\u0B85\u0BA3\u0BCD\u0B9A\u0BB2\u0BCD \u0BB5\u0BBF\u0BB5\u0BB0\u0BA3\u0BAE\u0BCD","",""
"currencyIdLabel","Currency Id","\u0B8E\u0BA3\u0BCD\u0BB1\u0BAE\u0BCD \u0B85\u0B95\u0BCD\u0B95\u0BC1","",""
"idLabel","Id","\u0B85\u0BA3\u0BCD\u0B9A\u0BAE\u0BCD","",""
"smtpAuthLabel","smtpAuth","\u0BAE\u0BBF\u0BA9\u0BCD \u0B95\u0BC1\u0BAE\u0BA3\u0BC1","",""
"smtpStarttlsEnableLabel","smtpStarttlsEnable","\u0BAE\u0BC7\u0BA4\u0BC1\u0BB5\u0BC1 \u0B9F\u0BC7\u0BA9\u0BCD \u0BA8\u0B95\u0BC1\u0BB2\u0BAE\u0BCD","",""
"smtpHostLabel","smtpHost","\u0BAE\u0BCB\u0BB0\u0BCD \u0B85\u0BAE\u0BCD\u0BAE\u0BA9\u0BAE\u0BCD","",""
"notificationSettingDetailsLabel","NotificationSetting Details","\u0B95\u0BBE\u0BA3\u0BC8 \u0BA4\u0BAF\u0BBE\u0B95\u0B9F\u0BCD\u0BAA\u0BB3\u0BAE\u0BCD","",""
"regionAddedSuccessfullyLabel","Region Added Successfully","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B9A\u0BC1\u0B95\u0BC8\u0BA4\u0BCD \u0B9A\u0BC6\u0BB2\u0BCD\u0BB5\u0BAE\u0BCD","",""
"regionAlreadyExistsLabel","Region already exists","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B85\u0BA4\u0BC1\u0BA4\u0BC1 \u0B87\u0BB0\u0BC1\u0BA4\u0BC1","",""
"regionAddFailedLabel","Region Add Failed","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B9A\u0BC1\u0B95\u0BAE\u0BCD\u0BAA\u0BAF\u0BA9\u0BA4\u0BCD \u0B95\u0BBE\u0BB0\u0BC7\u0BAF\u0BCD\u0BA4\u0BC1","",""
"regionUpdatedSuccessfullyLabel","Region Updated Successfully","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0BA4\u0BC7\u0BB0\u0BCD\u0BAA\u0B95\u0BCD\u0B95 \u0BA8\u0BB5\u0BB0\u0BCD\u0B95\u0BCD\u0B95\u0BAE\u0BCD","",""
"regionDoesNotExistsLabel","Region does not exists","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B87\u0BB2\u0BCD\u0BB2\u0BC8","",""
"regionUpdateFailedLabel","Region Update Failed","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0BA4\u0BC7\u0BB0\u0BCD\u0BAA\u0BA4\u0BC1 \u0B95\u0BBE\u0BB0\u0BC7\u0BAF\u0BCD\u0BA4\u0BC1","",""
"regionRemovedSuccessfullyLabel","Region Removed Successfully","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B85\u0BA3\u0BCD\u0B9A\u0BAF\u0BC1 \u0BA8\u0BB5\u0BB0\u0BCD\u0B95\u0BCD\u0B95\u0BAE\u0BCD","",""
"regionRemovalFailedLabel","Region Removal Failed","\u0B95\u0BC7\u0B9F\u0BCD\u0B9F\u0BAE\u0BCD \u0B85\u0BA3\u0BCD\u0B9A\u0BA4\u0BCD \u0BA4\u0BAA\u0BCD\u0BAA\u0BC1\u0B9F\u0BBF","",""
"subRegionAddedSuccessfullyLabel","SubRegion Added Successfully","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0B9A\u0BC1\u0BAF\u0BA4\u0BC1 \u0B9A\u0BBE\u0BAA\u0BC7\u0B9F\u0BCD","",""
"subRegionAlreadyExistsLabel","SubRegion already exists","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0B85\u0BA9\u0BC1\u0B95\u0BA3\u0BAE\u0BCD","",""
"subRegionAddFailedLabel","SubRegion Add Failed","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0BA4\u0BB3\u0BC8\u0BAF\u0BBF\u0B9F\u0BC1","",""
"subRegionUpdatedSuccessfullyLabel","SubRegion Updated Successfully","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0BAE\u0BC7\u0BB2\u0BBE\u0BB1\u0BBF\u0BAF\u0BB5\u0BC1","",""
"subregionDoesnotExistsLabel","Subregion does not exists","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0BA4\u0BC7\u0BB0\u0BCD\u0BAA \u0BB5\u0BB0\u0BC1\u0BAE\u0BCD\u0B95\u0BAE\u0BCD","",""
"subregionUpdateFailedLabel","Subregion Update Failed","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0B85\u0B95\u0BCD\u0B95\u0BBE \u0BA4\u0BB5\u0BB1\u0BC7\u0BB2\u0BCD","",""
"subRegionRemovalFailedLabel","SubRegion Removal Failed","\u0BAA\u0BAF\u0BA3\u0BCD\u0B9A\u0BBF\u0BAF\u0B95\u0BBF \u0BA4\u0BA9\u0BAE\u0BC7\u0BAF\u0BCD","",""
"subRegionRemovedSuccessfullyLabel","SubRegion Removed Successfully","\u0B95\u0BB2\u0BAE\u0BC1\u0B95\u0BC1 \u0B9A\u0BBE\u0BAE\u0BBE\u0BAE\u0BBF","",""
"stateShouldNotBeEmptyLabel","State should not be empty","\u0BB5\u0BBF\u0BA4\u0BCD \u0BA8\u0BBF\u0BA3\u0BCD\u0BAA\u0BAE\u0BCD \u0B85\u0BA9\u0BBF\u0BA4\u0BC1\u0B95\u0BC2\u0BB1\u0BBF\u0B95\u0BBF\u0BA4\u0BBE\u0BA9\u0BCD","",""
"cityAddFailedLabel","City Add Failed","\u0B95\u0B9A\u0BA4\u0BBF\u0BB2\u0BCD\u0B95\u0B9F\u0BCD\u0BAA\u0BBE\u0BAE\u0BBF","",""
"cityAddedSuccessfullyLabel","City Added Successfully","\u0B95\u0B9A\u0BA4\u0BBF\u0BA4\u0BBE\u0B95\u0BCD\u0B95\u0B9F\u0BCD\u0BAA\u0BBE\u0BAE\u0BBF","",""
"cityUpdatedSuccessfullyLabel","City Updated Successfully","\u0B95\u0B9A\u0BA4\u0BBF\u0BB2\u0BCD\u0B95\u0B9F\u0BCD\u0BAA\u0BBE\u0BAE\u0BBF","",""
"cityAlreadyExistsLabel","City already exists","\u0B95\u0B9A\u0BA4\u0BBF \u0BA8\u0BBF\u0BA4\u0BCD \u0BA8\u0BC1\u0BB4\u0BC8","",""
"cityDoesNotExistsLabel","City does not exists","\u0BA8\u0BBF\u0BAE\u0BA3\u0BC0\u0BB1\u0BC8","",""
"cityUpdateFailedLabel","City Update Failed","\u0BA8\u0BBF\u0BAE\u0BBE\u0B95\u0BC1 \u0BA8\u0BB5\u0BC1 \u0B85\u0BB1\u0B9A\u0BBF","",""
"noCityFoundLabel","No City Found","\u0BA8\u0BC0\u0B95\u0BCD\u0B95\u0BC7 \u0BAE\u0BC1\u0BB1\u0BC1","",""
"cityRemovalFailedLabel","City Removal Failed","\u0B85\u0B9F\u0BC1\u0BAE\u0BC8","",""
"currencyAddedSuccessfullyLabel","Currency Added Successfully","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0bb5\u0bc6\u0bb1\u0bcd\u0bb1\u0bbf\u0b95\u0bb0\u0bae\u0bbe\u0b95 \u0b9a\u0bc7\u0bb0\u0bcd\u0b95\u0bcd\u0b95\u0baa\u0bcd\u0baa\u0b9f\u0bcd\u0b9f\u0ba4\u0bc1","",""
"currencyAlreadyExistsLabel","Currency already exists","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0b8f\u0bb1\u0bcd\u0b95\u0ba3\u0bc7\u0bb5\u0bc7 \u0b89\u0bb3\u0bcd\u0bb3\u0ba4\u0bc1","",""
"currencyAddFailedLabel","Currency Add Failed","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0b9a\u0bc7\u0bb0\u0bcd\u0b95\u0bcd\u0b95 \u0ba4\u0bcb\u0bb2\u0bcd\u0bb5\u0bbf","",""
"currencyUpdatedSuccessfullyLabel","Currency Updated Successfully","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0bb5\u0bc6\u0bb1\u0bcd\u0bb1\u0bbf\u0b95\u0bb0\u0bae\u0bbe\u0b95 \u0baa\u0bc1\u0ba4\u0bc1\u0baa\u0bcd\u0baa\u0bbf\u0b9f\u0bcd\u0b9f\u0ba4\u0bc1","",""
"currencyDoesnotExistsLabel","Currency does not exists","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0b87\u0bb2\u0bcd\u0bb2\u0bc8","",""
"currencyUpdateFailedLabel","Currency Update Failed","\u0ba8\u0bbe\u0ba3\u0baf\u0bae\u0bcd \u0baa\u0bc1\u0ba4\u0bc1\u0baa\u0bcd\u0baa\u0bbf\u0baa\u0bcd\u0baa \u0ba4\u0bcb\u0bb2\u0bcd\u0bb5\u0bbf","",""
"termsAndConditionsAddedSuccessfullyLabel"," Terms and Conditions Added Successfully","","",""
"termsAndConditionsAlreadyExistsLabel"," Terms and Conditions Already Exists","","",""
"termsAndConditionsAddFailedLabel"," Terms and Conditions Add failed","","",""
"termsAndConditionsUpdatedSuccessfullyLabel"," Terms and Conditions Added Successfully","","",""
"termsAndConditionsDoesNotExistLabel"," Terms and Conditions Does Not Exist","","",""
"termsAndConditionsUpdateFailedLabel"," Terms and Conditions Update Failed","","",""
"termsAndConditionsRemovedSuccessfullyLabel"," Terms and Conditions Removed Successfully","","",""
"termsAndConditionsRemovalFailedLabel"," Terms and Conditions Removal Failed","","",""
"termsAndConditionsLabel"," Terms and Conditions","","",""
"fetchTermsAndConditionsLabel"," Fetch Terms and Conditions ","","",""
"searchTermsAndConditionsLabel"," Search TermsAndConditions","","",""
"termsAndConditionsDetailsLabel"," Terms And Conditions Details","","",""
"bankDetailsAddedSuccessfullyLabel"," BankDetails Added Successfully","","",""
"bankDetailsAlreadyExistsLabel"," BankDetails Already Exists","","",""
"bankDetailsAddFailedLabel"," BankDetails Add Failed","","",""
"bankDetailsUpdatedSuccessfullyLabel"," BankDetails Updated Successfully","","",""
"bankDetailsDoesNotExistLabel"," Bank Details Does Not Exist","","",""
"bankDetailsUpdateFailedLabel"," BankDetails Update Failed","","",""
"bankDetailsRemovedSuccessfullyLabel"," BankDetails Removed Successfully","","",""
"bankDetailsRemovalFailedLabel"," BankDetails Removal Failed","","",""
"fetchBankDetailsLabel"," Fetch Bank Details","","",""
"searchBankDetailsLabel"," search Bank Details","","",""
"fetchLicensesLabel","Fetch Licenses","Fetch Licenses","",""
"searchLicenseLabel","Search License","Search License","",""
"licenseDetailsLabel","License Details","License Details","",""
"licenseStartDateLabel","Start Date","Start Date","",""
"licenseEndDateLabel","End Date","End Date","",""
"deleteTheLicenseLabel","Delete the License","Delete the License","",""
"licenseAddedSuccessfullyLabel","License Added Successfully","License Added Successfully","",""
"licenseAlreadyExistsLabel","License already exists for the organization","License already exists for the organization","",""
"licenseAddFailedLabel","License Add Failed","License Add Failed","",""
"licenseUpdatedSuccessfullyLabel","License Updated Successfully","License Updated Successfully","",""
"licenseUpdateFailedLabel","License Update Failed","License Update Failed","",""
"licenseDeletedSuccessfullyLabel","License Deleted Successfully","License Deleted Successfully","",""
"licenseRemovalFailedLabel","License Removal Failed","License Removal Failed","",""
"licenseDoesNotExistLabel","License does not exist","License does not exist","",""
